age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
18.0,206646.61,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
51.0,187532.75,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
26.0,113502.1,9.0,0.0,2214.2563,40.0,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,<=50K
30.0,124193.58,9.0,0.0,0.0,50.0,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,<=50K
45.0,155042.98,13.0,7688.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
20.0,411176.6,1.0,0.0,0.0,40.0,Private,11th,Never-married,Prof-specialty,Not-in-family,White,Male,England,<=50K
58.0,162316.78,8.0,0.0,0.0,25.0,Private,7th-8th,Widowed,Prof-specialty,Own-child,White,Female,United-States,<=50K
57.0,210042.1,9.0,22580.28,0.0,40.0,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
58.0,185697.39,13.0,0.0,0.0,55.0,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
57.0,229889.73,10.0,99999.0,0.0,60.0,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
29.0,261282.45,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,,<=50K
90.0,74628.29,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
90.0,103018.62,13.0,0.0,0.0,45.0,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
44.0,342741.84,9.0,0.0,0.0,45.0,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39.0,209020.98,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,United-States,>50K
32.0,190070.5,10.0,0.0,0.0,55.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
90.0,72636.695,13.0,0.0,0.0,40.0,Private,Bachelors,Widowed,Prof-specialty,Unmarried,White,Female,United-States,>50K
27.0,13492.0,13.0,0.0,0.0,20.0,State-gov,Bachelors,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,China,<=50K
23.0,189673.95,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Handlers-cleaners,Not-in-family,White,Male,United-States,<=50K
20.0,278453.0,10.0,0.0,0.0,1.0,Private,Some-college,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
35.0,182129.56,10.0,7688.0,0.0,40.0,Local-gov,Some-college,Never-married,,Not-in-family,White,Female,United-States,>50K
55.0,103878.45,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
29.0,132292.27,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Craft-repair,Husband,White,Male,United-States,<=50K
57.0,209612.84,11.0,0.0,0.0,40.0,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
17.0,458502.44,9.0,0.0,0.0,1.0,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,United-States,<=50K
43.0,13492.0,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
53.0,43367.49,14.0,0.0,0.0,60.0,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
46.0,165694.9,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,>50K
37.0,214639.66,13.0,99999.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
51.0,175954.55,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
32.0,13492.0,13.0,0.0,0.0,40.0,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,United-States,>50K
40.0,224976.23,9.0,0.0,0.0,50.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
47.0,287488.12,10.0,0.0,0.0,55.0,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
28.0,327209.0,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,Mexico,<=50K
48.0,38236.168,13.0,0.0,0.0,15.0,Self-emp-not-inc,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
32.0,269378.62,14.524215,0.0,0.0,50.0,,Masters,Never-married,,Not-in-family,White,Male,United-States,<=50K
37.0,190851.72,13.0,0.0,0.0,60.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
47.0,187776.06,9.0,4386.0,0.0,50.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
52.0,186820.78,10.0,0.0,0.0,40.0,,Some-college,Married-civ-spouse,,Wife,Asian-Pac-Islander,Female,South,<=50K
56.0,181758.58,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,>50K
17.0,187887.67,10.0,0.0,0.0,40.0,,Some-college,Never-married,,Own-child,White,Female,United-States,<=50K
46.0,197934.0,11.0,0.0,0.0,40.0,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
51.0,13492.0,10.0,0.0,0.0,99.0,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
20.0,13492.0,9.0,0.0,0.0,38.0,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
42.0,204046.3,16.0,0.0,0.0,40.0,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,<=50K
33.0,356248.03,10.0,0.0,0.0,45.0,Private,Assoc-acdm,Never-married,Protective-serv,Unmarried,White,Female,United-States,<=50K
90.0,216428.69,10.0,0.0,0.0,50.0,Private,Some-college,Divorced,Sales,Not-in-family,Asian-Pac-Islander,Female,South,<=50K
29.0,357098.62,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,United-States,<=50K
22.0,208659.27,10.0,0.0,0.0,20.0,Private,Some-college,Never-married,Other-service,Own-child,Black,Female,United-States,<=50K
25.0,1484705.0,10.0,0.0,0.0,35.0,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
43.0,233139.05,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,>50K
40.0,253586.67,10.0,3103.0,0.0,40.0,Local-gov,Assoc-voc,Widowed,Prof-specialty,Unmarried,White,Female,United-States,>50K
34.0,286918.44,9.0,0.0,0.0,40.0,State-gov,HS-grad,Married-civ-spouse,Transport-moving,Own-child,White,Male,United-States,<=50K
39.0,517792.28,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
51.0,171811.16,9.0,0.0,0.0,1.0,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,United-States,<=50K
48.0,170226.61,13.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Black,Male,India,>50K
53.0,162425.08,13.0,0.0,0.0,40.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,<=50K
33.0,151303.52,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,Puerto-Rico,<=50K
39.282997,168868.36,9.0,0.0,0.0,48.0,Private,HS-grad,Married-civ-spouse,Other-service,Other-relative,White,Female,United-States,<=50K
55.0,219504.84,13.0,0.0,0.0,50.0,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
49.0,78612.664,13.0,99999.0,0.0,40.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,>50K
35.0,235198.16,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
49.0,178354.1,9.0,0.0,0.0,25.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
39.0,162929.25,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
43.0,93647.59,13.0,0.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
37.0,13492.0,10.0,0.0,0.0,61.778515,,Some-college,Divorced,,Unmarried,White,Female,United-States,<=50K
22.0,207634.3,13.0,0.0,0.0,21.781157,Private,Bachelors,Never-married,Sales,Own-child,White,Male,United-States,<=50K
59.0,175824.0,9.0,0.0,0.0,40.0,,HS-grad,Married-civ-spouse,,Husband,White,Male,United-States,<=50K
17.0,106389.99,10.0,99999.0,0.0,40.0,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,<=50K
17.0,214045.17,1.0,0.0,0.0,1.0,Private,11th,Never-married,Priv-house-serv,Own-child,White,Female,United-States,<=50K
24.0,115276.51,2.0,0.0,0.0,40.0,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States,<=50K
55.0,222354.66,1.0,0.0,0.0,35.0,,10th,Widowed,,Unmarried,Asian-Pac-Islander,Female,United-States,<=50K
18.0,218710.06,9.0,0.0,0.0,24.0,Self-emp-not-inc,12th,Divorced,Adm-clerical,Own-child,White,Female,United-States,<=50K
32.0,13492.0,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
28.0,171309.38,9.0,0.0,0.0,45.0,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
90.0,13492.0,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Other-service,Not-in-family,White,Male,United-States,<=50K
45.0,117683.96,16.0,0.0,0.0,60.0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
36.0,1484705.0,13.0,0.0,0.0,60.0,Private,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,United-States,>50K
37.0,184646.66,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,Canada,>50K
29.0,160993.6,10.0,7298.0,0.0,40.0,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,,<=50K
39.0,92915.73,16.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
30.0,281418.25,11.0,0.0,0.0,52.0,Federal-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
28.0,296546.62,9.0,0.0,0.0,60.0,Private,Some-college,Never-married,Sales,Unmarried,Black,Female,United-States,<=50K
90.0,218552.89,1.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
19.0,87223.14,10.0,0.0,0.0,40.0,State-gov,Some-college,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,United-States,<=50K
74.0,162143.33,9.0,0.0,0.0,40.0,,HS-grad,Married-civ-spouse,,Husband,White,Male,United-States,<=50K
31.0,174666.81,11.0,0.0,0.0,40.0,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,<=50K
55.0,239713.36,13.0,0.0,0.0,45.0,Private,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,United-States,<=50K
26.0,264224.3,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,China,<=50K
37.0,189571.1,13.0,15024.0,0.0,45.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
38.0,63858.492,9.0,0.0,0.0,45.0,Federal-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,United-States,<=50K
33.0,72843.43,13.0,0.0,0.0,50.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,>50K
47.0,241252.78,10.0,7688.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
56.0,138733.8,15.0,0.0,0.0,50.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
90.0,192948.92,4.0,99999.0,0.0,50.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,<=50K
59.0,133196.58,9.0,99999.0,0.0,40.0,,HS-grad,Married-civ-spouse,,Husband,White,Male,United-States,>50K
27.0,328201.84,9.0,0.0,3770.0,40.0,Private,HS-grad,Separated,Farming-fishing,Not-in-family,White,Male,Mexico,<=50K
34.0,235004.64,10.0,0.0,0.0,40.0,,Some-college,Married-civ-spouse,,Husband,White,Male,United-States,<=50K
28.0,193637.5,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,United-States,<=50K
47.0,88716.65,13.0,0.0,0.0,44.0,Private,Assoc-acdm,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,<=50K
43.0,311468.6,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,United-States,<=50K
31.0,240849.44,10.0,0.0,2384.9424,50.0,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
25.010904,13492.0,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Male,England,<=50K
33.0,305574.53,14.0,20051.0,0.0,99.0,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Female,United-States,>50K
26.0,62209.176,10.0,0.0,0.0,28.252249,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Female,United-States,<=50K
30.0,137966.33,10.0,0.0,0.0,50.0,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,>50K
34.0,161034.02,9.0,0.0,0.0,45.0,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,<=50K
22.0,182342.72,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
48.0,404436.72,13.0,0.0,2437.8745,45.0,Self-emp-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
58.0,222619.75,9.0,0.0,0.0,50.95808,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,Dominican-Republic,<=50K
27.0,374217.6,7.0,0.0,0.0,40.0,Private,11th,Never-married,Other-service,Not-in-family,Black,Male,Jamaica,<=50K
20.63664,159645.03,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,United-States,<=50K
37.0,13492.0,9.0,0.0,0.0,99.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,>50K
19.0,192175.88,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,<=50K
50.0,263133.9,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
36.0,202663.3,13.0,99999.0,0.0,50.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
32.0,210551.9,1.0,0.0,0.0,40.0,Private,10th,Separated,Sales,Unmarried,Black,Female,United-States,<=50K
28.0,283300.4,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,<=50K
38.0,127419.38,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Female,United-States,<=50K
28.0,219213.58,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,United-States,>50K
27.0,409153.25,13.0,0.0,0.0,40.0,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,>50K
17.0,183801.4,10.0,0.0,0.0,35.0,,Some-college,Never-married,,Own-child,White,Male,United-States,<=50K
27.615446,208393.56,10.0,0.0,0.0,40.0,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,<=50K
47.0,164759.06,13.0,0.0,0.0,40.0,Private,Assoc-acdm,Divorced,Priv-house-serv,Unmarried,White,Female,United-States,<=50K
36.0,148500.61,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Never-married,,Own-child,Black,Male,United-States,<=50K
53.0,129279.74,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
23.0,177270.08,9.0,0.0,0.0,60.0,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
20.0,145211.92,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,United-States,<=50K
46.0,86797.83,13.0,0.0,3770.0,50.0,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,United-States,>50K
36.0,154499.38,13.0,0.0,0.0,55.0,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,<=50K
57.0,203201.97,9.0,0.0,0.0,40.0,Federal-gov,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,<=50K
20.0,155490.77,9.0,0.0,0.0,40.0,Private,11th,Never-married,Adm-clerical,Own-child,White,Female,United-States,<=50K
47.0,164262.33,9.0,0.0,0.0,40.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
90.0,179796.45,10.0,0.0,0.0,40.0,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
56.0,122181.18,5.0,0.0,0.0,40.0,Private,5th-6th,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,United-States,<=50K
30.0,187406.97,13.0,0.0,0.0,40.0,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,<=50K
20.0,182670.39,10.0,0.0,0.0,45.0,Self-emp-inc,Some-college,Never-married,Sales,Own-child,White,Female,United-States,<=50K
32.0,194747.64,9.0,0.0,3770.0,40.0,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,>50K
51.0,13492.0,10.0,0.0,0.0,50.0,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,<=50K
17.0,169854.62,9.0,0.0,0.0,30.0,Private,HS-grad,Never-married,Sales,Own-child,Black,Male,United-States,<=50K
20.0,148990.7,9.0,0.0,0.0,40.0,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,Italy,<=50K
42.0,265467.4,14.0,0.0,0.0,35.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,>50K
27.0,102824.54,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Sales,Unmarried,Black,Female,United-States,<=50K
90.0,159609.2,9.0,0.0,0.0,20.0,,11th,Married-civ-spouse,,Husband,White,Male,United-States,<=50K
32.0,197932.08,12.0,0.0,0.0,24.0,State-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,>50K
33.0,185354.73,9.0,0.0,0.0,40.0,Local-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
42.0,13492.0,1.0,0.0,0.0,40.0,Private,10th,Divorced,Craft-repair,Unmarried,White,Male,United-States,<=50K
29.0,216487.06,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,<=50K
47.0,194004.1,13.0,0.0,0.0,50.0,Local-gov,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,>50K
23.0,433291.8,9.0,0.0,0.0,35.0,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,United-States,<=50K
34.0,133930.97,4.100603,0.0,0.0,40.0,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,<=50K
21.0,326150.47,1.0,0.0,0.0,40.0,Private,11th,Never-married,Other-service,Unmarried,Black,Female,United-States,<=50K
41.0,235618.42,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
25.0,270082.72,13.0,0.0,0.0,40.0,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,United-States,<=50K
17.0,13492.0,9.0,0.0,0.0,40.0,Private,12th,Never-married,Farming-fishing,Not-in-family,White,Male,United-States,<=50K
23.0,281148.2,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,United-States,<=50K
50.0,247978.66,14.0,0.0,3770.0,40.0,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,,>50K
47.0,174564.92,9.0,4016.837,0.0,40.0,Private,12th,Widowed,Tech-support,Not-in-family,White,Female,Puerto-Rico,>50K
45.0,109639.22,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,>50K
36.0,143082.45,15.0,0.0,0.0,54.714626,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,>50K
42.0,1484705.0,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,United-States,<=50K
33.0,169412.03,1.0,0.0,0.0,1.0,,7th-8th,Widowed,,Not-in-family,White,Male,United-States,<=50K
90.0,176907.66,13.0,4450.933,0.0,35.0,Private,Bachelors,Married-civ-spouse,Sales,Other-relative,White,Female,United-States,>50K
31.0,168164.62,13.0,0.0,1977.0,40.0,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,>50K
57.0,333649.5,13.0,0.0,0.0,40.0,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,India,<=50K
41.0,235972.81,10.0,5178.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,>50K
52.0,201837.39,9.0,0.0,0.0,40.0,Private,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,United-States,<=50K
48.0,367177.53,10.0,0.0,0.0,40.0,State-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,<=50K
39.0,163264.48,9.0,0.0,0.0,56.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,<=50K
18.0,172677.28,9.0,0.0,0.0,40.0,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,United-States,<=50K
